Dt,weight
4555.424,9.410436731066164e-06
4803.681,4.516741096866318e-06
4655.451,1.9638483805481225e-06
4471.707,1.2358998321449813e-05
4461.693,4.626259246170983e-06
4742.804,1.1693724051170556e-05
4506.678,1.7300365196421078e-05
4401.681,2.94624712195896e-06
4787.478,1.6518892953770578e-06
4631.911,6.12096688871875e-07
4489.081,5.9295164540167945e-06
4406.565,8.754261463018135e-06
4902.837,3.967498190243978e-06
5022.245,1.4633558027169151e-06
5377.420999999999,1.376419066092448e-06
4731.059,4.588610834898144e-06
4469.785,3.897513245531476e-06
5152.233,1.9857607792887568e-07
4571.192,3.2480018102399798e-06
4638.831,1.8427728477971482e-06
4664.069,2.9578447390886044e-06
4371.705,4.3858145014956155e-06
4593.229,5.288036796715233e-06
4407.177,1.0797817928418138e-06
4687.096,1.5511415732230485e-06
5076.495,5.401036707077766e-07
4493.559,1.1667948703013274e-05
4887.924,3.38406335840047e-06
4550.494000000001,5.672201416429038e-06
4552.025,1.6603909821556916e-06
4705.646,4.635914814355015e-07
4496.751,3.4530455559283057e-06
4317.361,9.474986001996765e-07
4586.765,1.0252708259033828e-06
5135.878,3.488657008028177e-06
4673.089,4.990081096610686e-06
4281.527,8.577620118682308e-07
4892.26,8.926508051174251e-06
4433.52,3.205799255503451e-06
4515.142,5.509729550057603e-07
4514.447,1.872257947884532e-06
4388.975,7.829077598392446e-07
4339.45,2.16915570844394e-05
4388.815,2.46324175351795e-06
4642.0109999999995,1.542486173141416e-06
4454.59,3.062359984615453e-06
4701.81,6.205803220746531e-06
4383.255,1.5707787055894231e-06
4589.01,5.859974079820981e-06
4632.4,1.5670075715014124e-06
4887.305,1.7042059791243526e-06
4754.621,1.7212681557572641e-06
4477.285,5.84871896481614e-06
4512.913,1.1788737441816372e-05
4465.857,7.970148240128188e-07
4907.361,3.835245430772568e-06
4666.266,1.0872090339488118e-06
4952.09,1.4595965324073238e-06
4454.085,7.533726255559182e-06
4606.137,3.2030272578849353e-06
4547.559,5.376437420433363e-06
5284.371,4.373542196445425e-06
5399.3859999999995,7.549958999335644e-07
4631.534000000001,5.067021826192128e-07
4649.829000000001,1.0366084715407063e-06
4552.5,5.089736319517204e-06
5072.161,5.1678412468331075e-06
4704.27,5.56936824835548e-07
4520.052,2.1849866312034985e-06
4613.728,8.676553714371056e-06
4555.5740000000005,3.970898968118721e-06
4955.113,2.289993965626526e-06
5023.498,2.0517471148574673e-06
4640.299,7.041018379636916e-06
4882.662,8.409938506135394e-06
4575.779,1.2422608806435923e-06
4508.170999999999,1.4102932483785567e-06
4997.825,1.3596225349328409e-06
4725.048,1.0897937901948822e-06
4625.545,1.0945006153286666e-06
4658.701,6.9365345989137e-06
4738.44,1.2793140397296476e-05
4862.485,6.522560946380016e-06
4679.539000000001,5.485687345182459e-07
4552.177,1.4672099832538615e-06
4577.661,1.955026371752165e-06
4581.419,6.707692629532509e-07
4524.349,1.942273841584214e-06
4572.122,5.45351071484323e-07
4441.146,2.031826283441933e-06
4766.906,6.578253648812311e-06
4477.387,3.221903045166656e-06
4703.94,4.272398843071951e-06
4565.3009999999995,4.833605596505577e-06
4458.005,2.3086974702129384e-05
5080.973,2.0904586238399736e-07
4572.166,2.6288869227083492e-06
4626.918,2.139724769084123e-06
4380.854,1.5540703790432816e-06
5141.97,3.886665109708066e-06
4510.335999999999,2.371076701325698e-06
4433.742,1.3282763690829703e-06
4531.9220000000005,2.8955227636021296e-06
4487.054,9.298231178041277e-06
4504.42,2.7959939157266006e-06
4959.562,1.5434780881805682e-06
4667.227,4.455589508911739e-06
4315.152,1.086079395916704e-06
4467.572,3.6072447580262486e-06
4649.085,1.2226149793975168e-06
4473.204000000001,5.833430165148703e-07
4260.3009999999995,8.618735848152328e-06
4645.043,8.61345388767343e-06
4557.616,4.3777032877719166e-06
4259.391,1.6141248254022914e-06
4575.888,2.411760692424543e-06
4580.286,1.8535616647284614e-06
4777.372,7.24718505774346e-07
4743.524,9.182966833449997e-07
4461.445,3.4074767830193853e-06
4387.86,1.3771247030001758e-05
4430.109,1.3590881490875145e-06
4344.191,9.67167713186138e-07
4587.334,9.768805369964564e-07
4609.532,5.442348446799933e-06
4550.5740000000005,2.0369158443838565e-06
4821.281,3.875102052280774e-05
5023.155,1.2371775094991053e-06
4818.113,6.706846690549561e-07
4408.315,7.859753202853395e-06
4545.766,1.0939270274329113e-06
4980.0,5.647008940863667e-06
4685.623,2.3026376585228897e-06
4398.832,7.603959823802041e-06
4665.494000000001,1.3896425366820031e-06
4319.929,2.200966109101526e-06
4389.5109999999995,4.292405300018686e-06
4578.52,8.848604292275026e-07
4505.616,5.957855409945572e-06
5361.626,2.8875745478775835e-07
4713.729,7.318718483447921e-06
4587.282999999999,4.175321670797614e-07
4360.992,1.2699308226328074e-06
5155.38,1.50294058895438e-07
4575.607,1.098056138139316e-06
4977.018,2.6719349006113737e-06
4523.227,5.523991874983535e-07
5362.911,1.5156415374770286e-06
4384.762,2.706458495811832e-06
4306.101,7.786280307285588e-06
4363.598,1.1967163511079634e-05
4520.3820000000005,2.5020110339431945e-06
4365.505,3.794061097714296e-06
5714.335999999999,2.049470301033848e-07
4918.327,3.8096506183738426e-06
4724.5509999999995,1.045325769596701e-06
4404.316,1.5600517866324724e-06
4893.014,4.228739622672101e-06
4506.47,1.908494569525461e-06
4655.209,3.382826430546134e-06
4415.251,5.0495774295675316e-05
4297.84,2.3422472039500995e-06
4384.362,7.714411600886667e-07
4554.823,6.950482275803294e-06
4439.484,5.875536262208517e-07
4386.6179999999995,8.29210539560809e-06
4666.909000000001,2.9934092518912512e-06
4624.888,2.1481692002364722e-06
4248.6759999999995,8.390966776993414e-06
4239.003,4.2056238241465766e-06
4438.326,4.434055203631167e-06
4437.28,1.3064707443481105e-06
5042.321,5.819869350598875e-07
4471.429,6.290417751699513e-06
4721.119000000001,5.244264612512172e-06
4771.137,5.6447083994832094e-06
4338.914000000001,1.401962296845872e-06
4442.855,5.1911045688641945e-06
4567.177,2.021121544592462e-06
4384.096,4.944112565950677e-06
4350.710999999999,8.308436144510622e-07
4421.896,9.566306146838974e-06
4490.88,8.098354419525675e-07
4776.134,6.701409985134757e-06
4575.019,2.5830158813579604e-06
4616.345,1.5927483599563423e-06
4660.7570000000005,1.0293437126164085e-05
4344.869000000001,1.394110022981587e-05
4427.0070000000005,2.5039200706358118e-06
4629.084,1.2618340517697925e-06
4417.768,5.985307161575162e-06
4499.185,1.1377967009455922e-06
4683.538,4.3172356724340405e-07
4450.818,2.4925494127454957e-06
4813.396,1.8830911250308044e-06
4747.065,1.707277150285619e-05
4312.362,1.2944321041511363e-05
4361.857,3.170862491324127e-06
4448.121,7.979278191346598e-06
4399.167,5.812689185572872e-07
4567.019,3.642603460064141e-06
4739.657999999999,9.70685581395717e-07
5499.523,1.7990465712584064e-07
4707.581,4.1277252234118815e-07
4503.924,3.2392396361525727e-06
4989.17,1.2732083203752805e-06
4329.630999999999,1.0352338206934147e-05
4573.817,1.0826435425231545e-05
4306.392,1.6676686364913146e-06
4434.433,5.92552403467044e-07
4318.901,1.9927057320121833e-06
4588.933,8.877861401490175e-06
4493.06,4.381538898916554e-06
4794.9490000000005,3.7994539587305933e-06
5479.486999999999,2.0553459662501696e-06
4577.213,1.2327007385033668e-05
4289.981,7.274837977789726e-07
4366.585,1.9174589436624514e-06
4320.149,8.933146608924587e-07
4267.188,6.359000707292713e-06
4482.448,2.022506511768814e-06
4404.442,5.752849318858317e-07
4293.685,9.746042389892906e-06
4862.892,1.549679749395197e-06
4307.566,3.703494044893492e-06
5563.494000000001,4.1308768619398185e-07
4332.5470000000005,7.313338517842948e-07
4303.662,9.270521518185182e-06
4342.655,1.6073315227160516e-06
4426.023,1.4486493598249343e-06
4569.992,1.3720635119631684e-06
4459.447,2.3561417517450304e-06
4395.45,6.168726334103637e-07
4288.894,6.96724115236183e-07
4258.134,2.2355964783077584e-06
4276.47,1.4758499088419037e-05
4628.334,6.061673787444395e-06
4703.389,9.157500975164525e-07
4266.420999999999,3.513426514102075e-06
4411.111,7.818080391614114e-07
4362.337,1.0748665778610105e-06
4694.206,2.987607348427711e-06
4499.088,1.7251883608001966e-06
4371.727,9.920997014427364e-06
4453.834,1.5417139959112487e-06
4680.858,1.054130240633256e-06
4396.477,3.842222364116083e-06
4453.356,3.252602377184443e-06
4485.279,2.3422528779310832e-06
4519.156,1.6259499175877164e-06
5639.0109999999995,4.8411365167196326e-08
4542.412,4.822446423360998e-07
4287.858,1.7490433243028949e-06
4570.23,7.16762552803005e-07
4171.15,2.4832244829078455e-06
4418.616,2.2663675088125146e-06
4500.07,5.327058311386003e-07
4568.376,3.410432927111628e-06
4461.147,5.89333708800215e-07
4904.104,2.6959260396576684e-07
4447.952,7.808909175079463e-06
4298.47,2.2260569688256538e-06
4384.206,5.005890870895671e-06
4545.685,9.19897777615166e-06
4560.585999999999,7.859474661968764e-06
4731.758,8.234096677301746e-05
4552.946,2.37436090468206e-06
4536.072,1.8852059724881758e-06
4556.384,3.745437143954153e-06
4255.3640000000005,1.6040720785494342e-06
4611.497,6.56789089627119e-06
4301.005,4.8132798491744255e-06
4364.605,7.259905091474869e-06
4669.7,2.403892944066668e-06
4584.06,1.8268047178610874e-06
4595.917,9.550274571479194e-07
4486.571,6.238774208423405e-07
4360.575,1.7426245043615454e-06
4376.127,2.185641202282378e-06
4578.994000000001,6.746523292115663e-06
4290.124,3.317508593100534e-06
4257.378,6.4030926976966455e-06
4722.718,3.541986239472745e-06
4314.889,1.5764795090281719e-06
4428.843,2.1847431658376743e-06
4467.696,5.2646290460773e-06
4469.373,7.108471697198008e-06
4400.005999999999,1.2381343490194528e-06
4438.191,1.8072511477601017e-06
4673.722,4.798761163471343e-06
4460.316,3.2708989025894247e-06
4579.807,9.093302459421974e-07
4522.751,5.205764072458949e-07
4542.6720000000005,6.126774981979728e-07
4255.9890000000005,1.5844431992463082e-06
4286.605,8.270925972047194e-07
4767.553,5.031729664476674e-07
4264.384,1.407670321714963e-06
4772.549,1.4798815302386879e-06
4413.744000000001,1.1747554656207454e-05
4338.179,3.4293314103172813e-06
4598.345,3.436692111101841e-06
4594.598,1.0017707441203607e-05
4367.957,2.51802094501195e-06
4227.108,9.081165298282474e-06
4370.499,2.309957093991207e-05
4694.151,5.8783629363710535e-06
4417.4890000000005,7.745051098195903e-07
4774.088,3.5192052058252295e-07
4414.164000000001,4.2166963401270495e-06
4242.978,2.8765680564030973e-06
4199.379,6.537395827568797e-06
9571.431999999999,2.6812412610567143e-12
4515.525,4.167657669938681e-06
4466.917,2.0200734055599306e-06
4309.851,7.516539251344642e-07
4784.662,3.808399763475275e-07
4424.0,3.959562869930757e-06
4288.309,4.950854286991615e-06
4528.193,9.277748106691954e-07
4621.299,7.593117361959613e-07
4493.871,5.133952621686312e-07
4431.409000000001,9.091105081332119e-07
5423.984,9.572222561555087e-07
4666.032,1.3578470947015545e-06
4451.677,4.112059877733742e-06
4626.19,3.196631133867519e-06
4314.343,2.6225238109439264e-06
4463.45,1.1560612457304873e-06
4336.904,3.6294805736829244e-06
4263.128,4.542826966528315e-06
5730.826,2.947471670218423e-07
4337.883,2.744094011673344e-06
4609.027,3.9794553314413746e-07
4435.219,2.045718252154599e-06
4382.27,7.689069538549919e-07
4353.15,7.194793580610477e-07
5496.066,3.177821886908238e-07
4483.901,4.947994600576086e-07
4544.567,1.876836850537968e-06
4416.316,1.5759007629678862e-06
4272.486,1.6557218116229777e-05
4443.08,2.273709640204765e-06
4277.665,1.093944565192314e-06
5654.4619999999995,4.4980370764634513e-07
4256.122,9.223644118934952e-06
4517.566,4.61108753683838e-05
4202.188,4.191351182891585e-06
5359.48,7.940421737940792e-07
4329.277,1.3319051378299479e-06
4273.173,1.980215236602366e-06
4783.604,2.1962288507970136e-06
4455.177,2.805680948714268e-06
4260.045999999999,1.5376555520589074e-06
4417.9890000000005,3.3261526452202007e-06
5276.956999999999,4.147943680920806e-05
4481.016,0.0004914013644284203
4477.177,5.14129578471147e-07
4625.475,1.1953045614760547e-06
4589.016,8.151736264248451e-07
4408.875,6.388175285875379e-06
4378.968,1.742373301748926e-06
4475.819,5.483866513103308e-06
4425.246,1.0877253662182823e-05
4778.126,3.56778428355396e-07
4348.411,1.2328379456798693e-06
4460.4929999999995,3.977953789746642e-06
4733.872,3.4628078981181136e-07
4651.16,1.1255976418317297e-05
4484.186,1.0597588297685823e-06
4447.316,2.9044922959036503e-06
4413.992,3.1123281560521593e-06
5108.52,3.4141540270036952e-06
4474.834,3.5413223836977123e-06
4468.035,8.808840001911911e-06
4567.063,1.4606436398069493e-06
4424.907999999999,5.411719265819757e-06
4669.782999999999,4.570416956967313e-06
4569.84,4.233404150856738e-06
4576.892,9.427840378190972e-07
4443.608,1.1773582754426718e-06
4792.933,6.1022221188160965e-06
5778.474,1.0138351751399858e-07
4800.687,4.054315773267797e-07
4485.755,1.0599620614510712e-06
4842.95,1.4225407942390032e-06
4729.701,1.6184195131901146e-06
4479.013,7.5784475420357965e-06
4851.337,1.1924077362759088e-06
4514.587,5.316164267898275e-07
4357.545999999999,1.0858281933040843e-05
4294.825,4.036551054625876e-06
4474.583,4.105369738338106e-06
4312.275,5.257531411683781e-05
4516.725,1.7957943485221313e-05
4404.029,4.681186992803451e-06
4366.508,2.8333302580453634e-05
4740.666,1.7314395403943151e-06
4418.767,6.369533679263329e-07
5249.471,8.860070892025604e-07
4525.579000000001,1.7388348008812262e-05
4418.108,1.1348802747202318e-05
4538.404,1.9954756663648875e-05
4369.686,1.5576527243094878e-06
4514.397,8.1490437023637e-06
4553.072,4.562433665723962e-06
4826.659000000001,1.8327438285011304e-05
5012.935,5.290440501386294e-07
4298.061,1.0198315414063138e-06
4407.648,5.738205289757152e-07
4353.529,1.0080270818790093e-06
4323.332,1.3064042040256711e-06
4328.313,2.3551849122246834e-06
4789.872,7.248809879570465e-07
4588.306,2.6629916749489575e-06
4673.895,3.2826780871105314e-07
4619.4259999999995,1.1608861928320124e-06
4389.307,2.5414916252571496e-06
4506.391,2.0394309654087692e-05
4423.594,7.617623801642471e-07
5108.655,1.617009786824018e-06
4850.209,5.452417183962833e-05
4438.192,1.853670502000048e-06
4581.099,1.499685271319387e-06
4431.441,5.540430945341201e-07
4558.442,3.052575462318165e-06
4838.186,1.0160382272108232e-05
4641.465,5.424903534358883e-06
4516.401,3.2740845850032602e-06
4333.432,7.689889686710217e-07
4598.377,1.0837742121881687e-06
8740.993,5.731969068840171e-11
4360.666,1.0619587869407018e-05
4354.5,1.813912401434369e-06
4332.097,2.6489748786546613e-06
4340.963,2.1152920911540458e-06
4568.5779999999995,1.037316687530699e-06
4610.581,1.5257597930194189e-06
4376.485,6.7122988704579564e-06
4281.302,1.5961811184511733e-06
4411.023,6.491008453948938e-06
4368.709,6.027423574964036e-06
4790.641,3.013553947647395e-07
4863.031,2.5277518223981245e-07
4668.854,2.376749650675984e-06
4866.6320000000005,2.842464851611849e-07
4986.224,5.1260271018857005e-06
4659.765,4.1771615880855266e-07
4515.628,3.79488743567203e-06
4465.875,1.0884702051764396e-06
4446.287,2.333040396080191e-05
4814.412,3.5828125959126237e-07
4358.376,6.510145244355886e-06
4423.839,1.3229031090918876e-06
5171.458,1.1161344731846716e-06
4396.415,8.521267171190152e-06
4651.329000000001,4.795843705613076e-07
4362.38,1.2493559359548474e-05
4467.13,3.921961913771597e-06
4399.623,4.98696556523446e-06
4639.932,2.3013372852448327e-06
4666.66,3.4397390388898143e-06
4677.31,6.0517597952174005e-06
4454.068,1.043223301734202e-06
4419.675,1.5247028851071863e-06
4732.606,7.022149813785537e-06
4567.679,3.2634092476916114e-06
4603.038,2.772505181905545e-06
4750.732,2.0534111387349015e-06
4749.777,6.217945540050561e-07
4745.005,4.5809112427039525e-07
5026.9929999999995,2.927821642440723e-06
4694.915,1.9943522181302157e-06
4840.139,1.0832785125768191e-06
4504.854,3.48122306130729e-06
4732.65,3.91914194522295e-06
5039.293,2.1843722938079546e-06
4869.749,7.635192510032247e-07
4979.685,4.4706178212704026e-07
4637.583,5.531053402225344e-07
4625.174,4.7789063565617945e-06
4857.885,1.7863368538560565e-06
4578.885,1.7439470577470823e-06
4608.066,2.1111268732959296e-06
4705.045,1.0282842256219105e-05
4789.373,1.2290508212818155e-06
4553.589,6.049562417127545e-07
4430.218,2.915581833827072e-06
4771.852,5.8350549869757085e-06
4640.337,4.702577385293632e-06
4557.443,1.93704552601643e-06
4631.518,2.54464893776607e-06
4983.152,2.2094131193361398e-06
4674.435,3.247743902013471e-06
4548.529,5.864972341250721e-06
4442.037,7.3844541322204634e-06
4546.555,2.0609740395690433e-06
4497.334,1.907291169740571e-06
4487.361,7.826575888595311e-06
4678.872,9.713422157404083e-07
4570.476,3.954356218653998e-06
4422.061,4.243752976353627e-06
4474.436,1.0667058457578215e-05
4568.754,2.1817581360240623e-06
4710.833,3.097123950283017e-06
4569.003,7.18100580682132e-06
4623.909000000001,8.034970893778893e-06
4638.83,1.0677410893790274e-06
4622.402,9.707572798826866e-06
4490.588,6.870835057292868e-07
4410.837,2.938877652294699e-06
4658.205,3.786959336789152e-06
4380.142,7.562807987180308e-06
4665.498,3.7976749077841367e-06
4688.095,1.1121750660913096e-06
4955.806,5.090061799699059e-06
5369.193,1.2461950127307564e-07
4479.258,9.17803562815915e-06
4834.775,7.6168861841146575e-06
4638.022,3.788245267206524e-06
4747.96,1.2820870689810698e-06
4506.457,4.682374402278297e-06
5301.598000000001,6.071015223408541e-06
5002.99,1.1788531115235162e-06
4477.111,2.7864131409282544e-06
4387.318,2.3869401205217967e-06
4498.4929999999995,1.1208670891411066e-05
4317.9890000000005,3.252870085923558e-06
4782.187,1.1818381413371283e-06
4729.0740000000005,1.4585246658179536e-06
4569.958,7.339722529414791e-06
4552.064,6.203033286393827e-06
4620.117,1.0174082357100376e-06
4944.573,1.008431481978175e-06
4781.879,1.6248795984477054e-06
4488.095,1.3956750101000422e-06
4827.615,1.2964953699632059e-06
4356.134,4.86987884111467e-06
4593.562,4.483632386196486e-06
4633.331,2.9572066741362212e-06
4293.263,2.1732848191503446e-06
4607.913,2.2504339385788057e-06
4691.99,1.5367693793926233e-06
4537.712,2.77114187902022e-06
4688.537,1.1683381931287556e-06
5630.1630000000005,3.2863151089207575e-07
4663.963,6.460198737210207e-06
4434.169,2.0997665317346736e-06
5429.828,2.482760763916583e-06
4574.727,5.435720205378658e-06
4381.816,6.02578843680797e-06
4422.909000000001,8.749871865002957e-07
4470.159000000001,2.5038153598958493e-05
4433.659000000001,1.4359994771311343e-06
5293.109,1.485145437141731e-07
5284.759,3.098749803742928e-06
5521.187,1.942996500434892e-07
4572.736,1.1984298933648876e-06
4497.293,7.25307568163692e-06
4421.418,3.977510187597047e-06
4477.44,4.064401016557194e-06
5166.219,1.530607436044877e-06
5157.322,3.4890923571145246e-07
4759.75,6.717049539990246e-06
4553.248,4.1965304958963325e-06
4554.694,6.728691517334849e-06
4451.439,1.09404308613484e-05
4610.594,8.167133385371023e-06
4765.32,3.828114784126055e-06
4506.237,1.2555524390049459e-06
4607.569,4.3791800702769055e-06
5698.566999999999,2.335813425331613e-06
4934.505,5.87294686361437e-06
4468.259,4.700055558654829e-06
5078.39,3.1477719678048004e-07
5176.262,1.0888008435228237e-06
4892.755,1.8335289011426228e-06
4660.434,3.1003013796336037e-06
4401.325,1.5472884243190082e-06
4613.701,6.849851643984119e-07
4449.56,9.556629430180367e-07
4460.414000000001,1.0903606724767485e-05
4442.402,7.12983681468199e-07
12145.86,5.978555124205163e-13
4600.674,2.3649420962499614e-06
4749.248,1.6836001434592118e-06
4840.878,4.867574173202588e-07
4669.023,6.413733991122395e-06
4472.067,1.4315118739898825e-06
4431.839,8.11034715205833e-07
4683.77,5.039307523987954e-07
4547.956,5.088660842212663e-06
4512.755,7.437928823904784e-07
5023.258,5.794253905542028e-07
4880.402,2.8096408716240836e-06
4602.162,1.1929318057921746e-06
4624.939,1.1355921014253958e-06
5276.108,3.8254119059122435e-07
4426.419,7.640928388989801e-07
5994.965999999999,3.7680551796025154e-07
4499.851,1.4268071121219105e-06
4558.431,2.1621710378536306e-06
4559.805,6.264853888287968e-07
4498.738,5.254880115115271e-06
4807.978,6.270827042813912e-07
4724.329000000001,2.657347095503587e-06
4662.8640000000005,2.898365943891162e-06
4669.188,4.968252775951894e-06
4562.753,3.829940774369737e-06
4718.67,3.793260550579213e-06
5115.048,1.026935881413723e-06
4849.255,3.885001601647084e-06
5213.585999999999,4.552771391926039e-07
4683.306,1.158270487598761e-06
4701.933,1.0816031407374183e-06
4441.087,1.7512902207722384e-05
4581.837,2.189498477718042e-06
4538.155,8.4830864373378e-06
4493.561,2.9022882121999067e-06
4595.748,3.2831588280447436e-06
4686.258,2.1640047653441073e-06
4690.217000000001,2.087715511942827e-06
4589.307,3.6725600163895826e-06
4973.277,4.509191607259954e-07
5009.905,8.811981324110788e-07
4479.5470000000005,4.32890963039873e-06
4617.561,7.562121951297795e-07
6626.704000000001,8.59926377705092e-09
4572.0,7.557123689868055e-06
4659.068,5.472456653162562e-06
4472.03,7.358384768684962e-06
4474.538,6.886159964112018e-06
5038.223,8.495868369043574e-07
4694.139,8.744156618703524e-06
4480.8640000000005,1.492590731824585e-06
4888.582,5.132291176891144e-06
5076.088,1.52915489691318e-06
4356.294,1.0341408056294707e-06
4408.960999999999,6.605514548354283e-06
4419.981,9.753480463145419e-07
4507.236,2.0533920535261396e-06
4429.1359999999995,2.3332977884902463e-06
4770.646,1.2009584256175793e-05
5116.3859999999995,3.916916713044633e-07
5013.16,1.268558235051328e-06
